full_name,google_scholar_id,google_scholar
Javier Picorel,M8Z0fGUAAAAJ,https://scholar.google.com/citations?hl=en&user=M8Z0fGUAAAAJ
Artemiy Margaritov,oPsOOC8AAAAJ,https://scholar.google.com/citations?hl=en&user=oPsOOC8AAAAJ
Nooshin Mirzadeh,JRsgD04AAAAJ,https://scholar.google.com/citations?hl=en&user=JRsgD04AAAAJ
Mario Drumond,ydB95O0AAAAJ,https://scholar.google.com/citations?hl=en&user=ydB95O0AAAAJ
Plamen Petrov,tTMFHxkAAAAJ,https://scholar.google.com/citations?hl=en&user=tTMFHxkAAAAJ
Marios Kogias,DYzTOKYAAAAJ,https://scholar.google.com/citations?hl=en&user=DYzTOKYAAAAJ
Stanko Novakovic,ftKKNt8AAAAJ,https://scholar.google.com/citations?hl=en&user=ftKKNt8AAAAJ
Mark Sutherland,D2CMU4QAAAAJ,https://scholar.google.com/citations?hl=en&user=D2CMU4QAAAAJ
Theodor Amariucai,3_pP0esAAAAJ,https://scholar.google.com/citations?hl=en&user=3_pP0esAAAAJ
Amna Shahab,eYeWgY0AAAAJ,https://scholar.google.com/citations?hl=en&user=eYeWgY0AAAAJ
Andreas Sandberg,9ZU5vrkAAAAJ,https://scholar.google.com/citations?hl=en&user=9ZU5vrkAAAAJ
David Schall,ZmmKWBcAAAAJ,https://scholar.google.com/citations?hl=en&user=ZmmKWBcAAAAJ
MR Siavash Katebzadeh,-Mv1fwsAAAAJ,https://scholar.google.com/citations?hl=en&user=-Mv1fwsAAAAJ
Pedro Fonseca,PEUwULwAAAAJ,https://scholar.google.com/citations?hl=en&user=PEUwULwAAAAJ
Rodrigo Bruno,aNVwYMAAAAAJ,https://scholar.google.com/citations?hl=en&user=aNVwYMAAAAAJ
George Prekas,-MZEqpthpwEC,https://scholar.google.com/citations?hl=en&user=-MZEqpthpwEC
Sam Whitlock,WOrTFE0AAAAJ,https://scholar.google.com/citations?hl=en&user=WOrTFE0AAAAJ
Olivier Verscheure,He3iYXIAAAAJ,https://scholar.google.com/citations?hl=en&user=He3iYXIAAAAJ
Jonas Fietz,ksNrjH4AAAAJ,https://scholar.google.com/citations?hl=en&user=ksNrjH4AAAAJ
Mia Primorac,78rpvJsAAAAJ,https://scholar.google.com/citations?hl=en&user=78rpvJsAAAAJ
Ping Wang,3sIHxrcAAAAJ,https://scholar.google.com/citations?hl=en&user=3sIHxrcAAAAJ
Zehui Xiong,n4CH4M4AAAAJ,https://scholar.google.com/citations?hl=en&user=n4CH4M4AAAAJ
Dong In Kim,v2chr7kAAAAJ,https://scholar.google.com/citations?hl=en&user=v2chr7kAAAAJ
Zhu Han,ty7wIXoAAAAJ,https://scholar.google.com/citations?hl=en&user=ty7wIXoAAAAJ
Ekram Hossain,Lb617EMAAAAJ,https://scholar.google.com/citations?hl=en&user=Lb617EMAAAAJ
Dinh Thai Hoang,-esKZ8YAAAAJ,https://scholar.google.com/citations?hl=en&user=-esKZ8YAAAAJ
Nguyen Cong Luong,g_A5WeIAAAAJ,https://scholar.google.com/citations?hl=en&user=g_A5WeIAAAAJ
Wei Yang Bryan Lim,K2CHjf0AAAAJ,https://scholar.google.com/citations?hl=en&user=K2CHjf0AAAAJ
Yang ZHANG | 章阳,qGAQ--gAAAAJ,https://scholar.google.com/citations?hl=en&user=qGAQ--gAAAAJ
Shimin Gong,AKffc_QAAAAJ,https://scholar.google.com/citations?hl=en&user=AKffc_QAAAAJ
Shaohan FENG,sy_V308AAAAJ,https://scholar.google.com/citations?hl=en&user=sy_V308AAAAJ
Cyril Leung,8NHgUicAAAAJ,https://scholar.google.com/citations?hl=en&user=8NHgUicAAAAJ
Kun Zhu,XRLvEPYAAAAJ,https://scholar.google.com/citations?hl=en&user=XRLvEPYAAAAJ
Mohammad Abu Alsheikh,HVbo8agAAAAJ,https://scholar.google.com/citations?hl=en&user=HVbo8agAAAAJ
YONG XIAO,pAbn0-8AAAAJ,https://scholar.google.com/citations?hl=en&user=pAbn0-8AAAAJ
Han Yu,eXgoTXMAAAAJ,https://scholar.google.com/citations?hl=en&user=eXgoTXMAAAAJ
Wenbo Wang (王闻博),sQqlQIQAAAAJ,https://scholar.google.com/citations?hl=en&user=sQqlQIQAAAAJ
Chau Yuen,7VLbLUMAAAAJ,https://scholar.google.com/citations?hl=en&user=7VLbLUMAAAAJ
Yutao Jiao,XGEv5FYAAAAJ,https://scholar.google.com/citations?hl=en&user=XGEv5FYAAAAJ
Hwee-Pink Tan,uQfNXREAAAAJ,https://scholar.google.com/citations?hl=en&user=uQfNXREAAAAJ
Long Bao Le,-STl68rkz_kC,https://scholar.google.com/citations?hl=en&user=-STl68rkz_kC
Choong Seon Hong,oKANWloAAAAJ,https://scholar.google.com/citations?hl=en&user=oKANWloAAAAJ
Sivadon Chaisiri,TsSwlZgAAAAJ,https://scholar.google.com/citations?hl=en&user=TsSwlZgAAAAJ
Yonggang Wen (文勇刚),byeygOkAAAAJ,https://scholar.google.com/citations?hl=en&user=byeygOkAAAAJ
Lingyang Song,4Ua-WyIAAAAJ,https://scholar.google.com/citations?hl=en&user=4Ua-WyIAAAAJ
Shaowei Lin,jCYmZFEAAAAJ,https://scholar.google.com/citations?hl=en&user=jCYmZFEAAAAJ
Rakpong Kaewpuang,X_prcxgAAAAJ,https://scholar.google.com/citations?hl=en&user=X_prcxgAAAAJ
Nguyen H. Tran,3W8RLcwAAAAJ,https://scholar.google.com/citations?hl=en&user=3W8RLcwAAAAJ
Hai Jiang,VmYNmecAAAAJ,https://scholar.google.com/citations?hl=en&user=VmYNmecAAAAJ
Nicolas Privault,YdAFllgAAAAJ,https://scholar.google.com/citations?hl=en&user=YdAFllgAAAAJ
Ran Wang,NK9DpHEAAAAJ,https://scholar.google.com/citations?hl=en&user=NK9DpHEAAAAJ
Bennis Mehdi,RW4sJu8AAAAJ,https://scholar.google.com/citations?hl=en&user=RW4sJu8AAAAJ
Sergio G. Camorlinga,pG044cgAAAAJ,https://scholar.google.com/citations?hl=en&user=pG044cgAAAAJ
Vamsi Krishna Tumuluru,YjXLQSoAAAAJ,https://scholar.google.com/citations?hl=en&user=YjXLQSoAAAAJ
Hamed Kebriaei,eDseLNYAAAAJ,https://scholar.google.com/citations?hl=en&user=eDseLNYAAAAJ
Khajonpong Akkarajitsakul,yUDz2sMAAAAJ,https://scholar.google.com/citations?hl=en&user=yUDz2sMAAAAJ
Chuan Heng Foh,1KaV3p0AAAAJ,https://scholar.google.com/citations?hl=en&user=1KaV3p0AAAAJ
Vijay Bhargava,Owy8RMEAAAAJ,https://scholar.google.com/citations?hl=en&user=Owy8RMEAAAAJ
Hongliang Guo,vR9kUw8AAAAJ,https://scholar.google.com/citations?hl=en&user=vR9kUw8AAAAJ
Xiangyun (Sean) Zhou,s4dIgfgAAAAJ,https://scholar.google.com/citations?hl=en&user=s4dIgfgAAAAJ
Behrouz Maham,vS-iA6sAAAAJ,https://scholar.google.com/citations?hl=en&user=vS-iA6sAAAAJ
Kwang-cheng Chen,p0DAPSYAAAAJ,https://scholar.google.com/citations?hl=en&user=p0DAPSYAAAAJ
Chen-Khong Tham,0sDL1DMAAAAJ,https://scholar.google.com/citations?hl=en&user=0sDL1DMAAAAJ
Nandana Rajatheva,67WtzlsAAAAJ,https://scholar.google.com/citations?hl=en&user=67WtzlsAAAAJ
Matti Latva-aho,mrSLKyYAAAAJ,https://scholar.google.com/citations?hl=en&user=mrSLKyYAAAAJ
Xiao Lu,6J6Xy8IAAAAJ,https://scholar.google.com/citations?hl=en&user=6J6Xy8IAAAAJ
"Jason Teo, SMIEEE",xWM8SFYAAAAJ,https://scholar.google.com/citations?hl=en&user=xWM8SFYAAAAJ
Ahmed Elshafie,pcfUKSAAAAAJ,https://scholar.google.com/citations?hl=en&user=pcfUKSAAAAAJ
Björn Schuller,TxKNCSoAAAAJ,https://scholar.google.com/citations?hl=en&user=TxKNCSoAAAAJ
Rui Mao,s_JzI5kAAAAJ,https://scholar.google.com/citations?hl=en&user=s_JzI5kAAAAJ
Catherine Havasi,5l9YJ0oAAAAJ,https://scholar.google.com/citations?hl=en&user=5l9YJ0oAAAAJ
Yang LI,jtogpBkAAAAJ,https://scholar.google.com/citations?hl=en&user=jtogpBkAAAAJ
Shaoxiong Ji,t3ZA0WsAAAAJ,https://scholar.google.com/citations?hl=en&user=t3ZA0WsAAAAJ
Louis-Philippe Morency,APgaFK0AAAAJ,https://scholar.google.com/citations?hl=en&user=APgaFK0AAAAJ
Yunqing Xia,GYCnxiwAAAAJ,https://scholar.google.com/citations?hl=en&user=GYCnxiwAAAAJ
Newton Howard,IKBvzyIAAAAJ,https://scholar.google.com/citations?hl=en&user=IKBvzyIAAAAJ
Tom Young,e5OaB-IAAAAJ,https://scholar.google.com/citations?hl=en&user=e5OaB-IAAAAJ
Kenneth Kwok,FXBcp8kAAAAJ,https://scholar.google.com/citations?hl=en&user=FXBcp8kAAAAJ
Paolo Gastaldo,6WSCkpEAAAAJ,https://scholar.google.com/citations?hl=en&user=6WSCkpEAAAAJ
Rodolfo Zunino,xYdmXmgAAAAJ,https://scholar.google.com/citations?hl=en&user=xYdmXmgAAAAJ
Guang-Bin Huang,LhSqQCIAAAAJ,https://scholar.google.com/citations?hl=en&user=LhSqQCIAAAAJ
Dr. Ranjan Satapathy,-eQVwhEAAAAJ,https://scholar.google.com/citations?hl=en&user=-eQVwhEAAAAJ
Rada Mihalcea,UetM7FgAAAAJ,https://scholar.google.com/citations?hl=en&user=UetM7FgAAAAJ
Roger Zimmermann,IDREwXEAAAAJ,https://scholar.google.com/citations?hl=en&user=IDREwXEAAAAJ
Luca Oneto,6iuNKAIAAAAJ,https://scholar.google.com/citations?hl=en&user=6iuNKAIAAAAJ
WEI LI,LYsrBVQAAAAJ,https://scholar.google.com/citations?hl=en&user=LYsrBVQAAAAJ
Edoardo Ragusa,kGlvrBAAAAAJ,https://scholar.google.com/citations?hl=en&user=kGlvrBAAAAAJ
Shirui Pan,frWRJN4AAAAJ,https://scholar.google.com/citations?hl=en&user=frWRJN4AAAAJ
Vlad Pandelea,DPcNgU8AAAAJ,https://scholar.google.com/citations?hl=en&user=DPcNgU8AAAAJ
Alice Baird,fHQwc60AAAAJ,https://scholar.google.com/citations?hl=en&user=fHQwc60AAAAJ
He Kai,4nWk-HYAAAAJ,https://scholar.google.com/citations?hl=en&user=4nWk-HYAAAAJ
Aparup Khatua,LyhvRMcAAAAJ,https://scholar.google.com/citations?hl=en&user=LyhvRMcAAAAJ
Haixun Wang,Q1mcglAAAAAJ,https://scholar.google.com/citations?hl=en&user=Q1mcglAAAAAJ
Seng-Beng Ho,sXbwae4AAAAJ,https://scholar.google.com/citations?hl=en&user=sXbwae4AAAAJ
Wang Zhaoxia,qc96EZ8AAAAJ,https://scholar.google.com/citations?hl=en&user=qc96EZ8AAAAJ
Vincent W. Zheng,kAq_-McAAAAJ,https://scholar.google.com/citations?hl=en&user=kAq_-McAAAAJ
Francisco Herrera,HULIk-QAAAAJ,https://scholar.google.com/citations?hl=en&user=HULIk-QAAAAJ
Lukas Stappen,9Y2EDw4AAAAJ,https://scholar.google.com/citations?hl=en&user=9Y2EDw4AAAAJ
Yash Mehta,zFqBbIkAAAAJ,https://scholar.google.com/citations?hl=en&user=zFqBbIkAAAAJ
Apalak Khatua,-uwwQuoAAAAJ,https://scholar.google.com/citations?hl=en&user=-uwwQuoAAAAJ
Lorenzo Malandri,rQMxlwcAAAAJ,https://scholar.google.com/citations?hl=en&user=rQMxlwcAAAAJ
Philip S. Yu,D0lL1r0AAAAJ,https://scholar.google.com/citations?hl=en&user=D0lL1r0AAAAJ
Luyao ZHU,vANgO5cAAAAJ,https://scholar.google.com/citations?hl=en&user=vANgO5cAAAAJ
Prateek Vij,Kqrmj9YAAAAJ,https://scholar.google.com/citations?hl=en&user=Kqrmj9YAAAAJ
Jinjie Ni,TXfiHo8AAAAJ,https://scholar.google.com/citations?hl=en&user=TXfiHo8AAAAJ
Xiaoshi Zhong,fuJvwlwAAAAJ,https://scholar.google.com/citations?hl=en&user=fuJvwlwAAAAJ
Tao Yang,gEMiMt0AAAAJ,https://scholar.google.com/citations?hl=en&user=gEMiMt0AAAAJ
Jianfeng Gao,CQ1cqKkAAAAJ,https://scholar.google.com/citations?hl=en&user=CQ1cqKkAAAAJ
Simone Merello,iLwT8MIAAAAJ,https://scholar.google.com/citations?hl=en&user=iLwT8MIAAAAJ
Andrea Picasso Ratto,B_V0l0MAAAAJ,https://scholar.google.com/citations?hl=en&user=B_V0l0MAAAAJ
Amirmohammad Kazemeini,XskUR5oAAAAJ,https://scholar.google.com/citations?hl=en&user=XskUR5oAAAAJ
Thomas Mazzocco,rXjlS1sAAAAJ,https://scholar.google.com/citations?hl=en&user=rXjlS1sAAAAJ
Mike Thelwall,8jCKL1sAAAAJ,https://scholar.google.com/citations?hl=en&user=8jCKL1sAAAAJ
David Camacho,fpf6EDAAAAAJ,https://scholar.google.com/citations?hl=en&user=fpf6EDAAAAAJ
Eva-Maria Messner,zy_LHpAAAAAJ,https://scholar.google.com/citations?hl=en&user=zy_LHpAAAAAJ
Andrew Livingstone,JTiNF0gAAAAJ,https://scholar.google.com/citations?hl=en&user=JTiNF0gAAAAJ
Asif Ekbal,IAL_F04AAAAJ,https://scholar.google.com/citations?hl=en&user=IAL_F04AAAAJ
Nal Kalchbrenner,LFyg0tAAAAAJ,https://scholar.google.com/citations?hl=en&user=LFyg0tAAAAAJ
Davide Anguita,8v2Jpf0AAAAJ,https://scholar.google.com/citations?hl=en&user=8v2Jpf0AAAAJ
Rui Xia,Znde6gwAAAAJ,https://scholar.google.com/citations?hl=en&user=Znde6gwAAAAJ
Panagiotis Tzirakis,rWKaCDAAAAAJ,https://scholar.google.com/citations?hl=en&user=rWKaCDAAAAAJ
Ana Valdivia,e3RZR7MAAAAJ,https://scholar.google.com/citations?hl=en&user=e3RZR7MAAAAJ
Mauro Dragoni,88gjGJ0AAAAJ,https://scholar.google.com/citations?hl=en&user=88gjGJ0AAAAJ
Gautam Naik,7msFsFYAAAAJ,https://scholar.google.com/citations?hl=en&user=7msFsFYAAAAJ
Bee Chin NG,BCn5ARUAAAAJ,https://scholar.google.com/citations?hl=en&user=BCn5ARUAAAAJ
Basant Agarwal,2c8aUs4AAAAJ,https://scholar.google.com/citations?hl=en&user=2c8aUs4AAAAJ
Md Shad Akhtar,KUcO6LAAAAAJ,https://scholar.google.com/citations?hl=en&user=KUcO6LAAAAAJ
Jie Fu,66osleIAAAAJ,https://scholar.google.com/citations?hl=en&user=66osleIAAAAJ
Ha-Nguyen Tran,fPxXqMsAAAAJ,https://scholar.google.com/citations?hl=en&user=fPxXqMsAAAAJ
Prerna Chikersal,0DVY4GYAAAAJ,https://scholar.google.com/citations?hl=en&user=0DVY4GYAAAAJ
Sergio Decherchi,T09qQ1IAAAAJ,https://scholar.google.com/citations?hl=en&user=T09qQ1IAAAAJ
Siaw Ling LO,7Wc3YTcAAAAJ,https://scholar.google.com/citations?hl=en&user=7Wc3YTcAAAAJ
Raymond Chiong,NWeGxvIAAAAJ,https://scholar.google.com/citations?hl=en&user=NWeGxvIAAAAJ
Atika Qazi,f9qYKuoAAAAJ,https://scholar.google.com/citations?hl=en&user=f9qYKuoAAAAJ
Professor Zi (Helen) Huang,iAWMsgEAAAAJ,https://scholar.google.com/citations?hl=en&user=iAWMsgEAAAAJ
Xue Li,z0C-DMMAAAAJ,https://scholar.google.com/citations?hl=en&user=z0C-DMMAAAAJ
"U Rajendra Acharya (SCI Highly Cited Researcher 2016-2022)  PhD, DEng, DSc",8FjY99sAAAAJ,https://scholar.google.com/citations?hl=en&user=8FjY99sAAAAJ
Hien T. Nguyen (Nguyễn Thanh Hiên in Vietnamese),Ej4T0MMAAAAJ,https://scholar.google.com/citations?hl=en&user=Ej4T0MMAAAAJ
Robyn Speer,sMu2wrEAAAAJ,https://scholar.google.com/citations?hl=en&user=sMu2wrEAAAAJ
Gangeshwar Krishnamurthy,G8vpQz4AAAAJ,https://scholar.google.com/citations?hl=en&user=G8vpQz4AAAAJ
James Munro,MmCqg28AAAAJ,https://scholar.google.com/citations?hl=en&user=MmCqg28AAAAJ
Yangqiu Song,MdQZ-q8AAAAJ,https://scholar.google.com/citations?hl=en&user=MdQZ-q8AAAAJ
Diego Reforgiato Recupero,kgY5Gn4AAAAJ,https://scholar.google.com/citations?hl=en&user=kgY5Gn4AAAAJ
Cláudia Guerreiro,i-NvMcsAAAAJ,https://scholar.google.com/citations?hl=en&user=i-NvMcsAAAAJ
Steffen Eger,TnuqAW0AAAAJ,https://scholar.google.com/citations?hl=en&user=TnuqAW0AAAAJ
Wei Zhao,vQgXoPUAAAAJ,https://scholar.google.com/citations?hl=en&user=vQgXoPUAAAAJ
oueslati oumaima,dUW1M-0AAAAJ,https://scholar.google.com/citations?hl=en&user=dUW1M-0AAAAJ
Moez Ben HajHmida,1AvpJd4AAAAJ,https://scholar.google.com/citations?hl=en&user=1AvpJd4AAAAJ
Qiu-Feng Wang,qj66yXAAAAAJ,https://scholar.google.com/citations?hl=en&user=qj66yXAAAAAJ
Chen Gui,fmwT-CIAAAAJ,https://scholar.google.com/citations?hl=en&user=fmwT-CIAAAAJ
Francesco Piazza,mZZoZEkAAAAJ,https://scholar.google.com/citations?hl=en&user=mZZoZEkAAAAJ
Hao Zhou,q3WaozcAAAAJ,https://scholar.google.com/citations?hl=en&user=q3WaozcAAAAJ
Minlie Huang,P1jPSzMAAAAJ,https://scholar.google.com/citations?hl=en&user=P1jPSzMAAAAJ
Guibin Chen,HukWSw4AAAAJ,https://scholar.google.com/citations?hl=en&user=HukWSw4AAAAJ
Jieshan Chen,slrzj8kAAAAJ,https://scholar.google.com/citations?hl=en&user=slrzj8kAAAAJ
Lorenzo Masia,07hYOU0AAAAJ,https://scholar.google.com/citations?hl=en&user=07hYOU0AAAAJ
Chris Wilson Antuvan,3kzPkFYAAAAJ,https://scholar.google.com/citations?hl=en&user=3kzPkFYAAAAJ
Muhammad Tahir Khan,3uS-5AsAAAAJ,https://scholar.google.com/citations?hl=en&user=3uS-5AsAAAAJ
David Vilares,3KHyYsMAAAAJ,https://scholar.google.com/citations?hl=en&user=3KHyYsMAAAAJ
Chengqing Zong (宗成庆),l8lvKOQAAAAJ,https://scholar.google.com/citations?hl=en&user=l8lvKOQAAAAJ
Niyati Chhaya,BWf7328AAAAJ,https://scholar.google.com/citations?hl=en&user=BWf7328AAAAJ
Thirunavukarasu Ramkumar,hCU9ySAAAAAJ,https://scholar.google.com/citations?hl=en&user=hCU9ySAAAAAJ
Rhea Sanjay Sukthanker,OsamqmMAAAAJ,https://scholar.google.com/citations?hl=en&user=OsamqmMAAAAJ
Gema Bello Orgaz,5DRQEnQAAAAJ,https://scholar.google.com/citations?hl=en&user=5DRQEnQAAAAJ
Antonio Gonzalez-Pardo,4q0uBN4AAAAJ,https://scholar.google.com/citations?hl=en&user=4q0uBN4AAAAJ
Guodong Long,Pl8m7hMAAAAJ,https://scholar.google.com/citations?hl=en&user=Pl8m7hMAAAAJ
Andrea Nanetti,2MU6YjcAAAAJ,https://scholar.google.com/citations?hl=en&user=2MU6YjcAAAAJ
Yang Liu,PiMDfIYAAAAJ,https://scholar.google.com/citations?hl=en&user=PiMDfIYAAAAJ
Jian-Wu Bi,yOobxY4AAAAJ,https://scholar.google.com/citations?hl=en&user=yOobxY4AAAAJ
Zhi-Ping Fan,KtHX2-MAAAAJ,https://scholar.google.com/citations?hl=en&user=KtHX2-MAAAAJ
Min Yang (杨敏),_wop6KgAAAAJ,https://scholar.google.com/citations?hl=en&user=_wop6KgAAAAJ
Kar-Ann Toh,SEvRY6gAAAAJ,https://scholar.google.com/citations?hl=en&user=SEvRY6gAAAAJ
Eng-Siong Chng,FJodrCcAAAAJ,https://scholar.google.com/citations?hl=en&user=FJodrCcAAAAJ
Tim Benson,hsFo_8UAAAAJ,https://scholar.google.com/citations?hl=en&user=hsFo_8UAAAAJ
Jane Yung-jen Hsu,FEj19lcAAAAJ,https://scholar.google.com/citations?hl=en&user=FEj19lcAAAAJ
Phuc H. Duong,0UM51tMAAAAJ,https://scholar.google.com/citations?hl=en&user=0UM51tMAAAAJ
judith redi,Nzc0JZ8AAAAJ,https://scholar.google.com/citations?hl=en&user=Nzc0JZ8AAAAJ
Clemens Stachl,m6c-hW0AAAAJ,https://scholar.google.com/citations?hl=en&user=m6c-hW0AAAAJ
Cheng-Lin Liu,8r3y8IMAAAAJ,https://scholar.google.com/citations?hl=en&user=8r3y8IMAAAAJ
Iulia Lefter,gLYiYy4AAAAJ,https://scholar.google.com/citations?hl=en&user=gLYiYy4AAAAJ
Georgios Rizos,Cx5SSpIAAAAJ,https://scholar.google.com/citations?hl=en&user=Cx5SSpIAAAAJ
Adria Mallol-Ragolta,Nf6R45QAAAAJ,https://scholar.google.com/citations?hl=en&user=Nf6R45QAAAAJ
Ioannis (Yiannis) Kompatsiaris,Nr7smP8AAAAJ,https://scholar.google.com/citations?hl=en&user=Nr7smP8AAAAJ
Xu Chi,gHHIfB4AAAAJ,https://scholar.google.com/citations?hl=en&user=gHHIfB4AAAAJ
Luigi Troiano,OegnMPoAAAAJ,https://scholar.google.com/citations?hl=en&user=OegnMPoAAAAJ
Claudia Meda,EVsuH0QAAAAJ,https://scholar.google.com/citations?hl=en&user=EVsuH0QAAAAJ
Mahmoud Al-Ayyoub,7xX4CfkAAAAJ,https://scholar.google.com/citations?hl=en&user=7xX4CfkAAAAJ
Nir Ofek,RVHm0JsAAAAJ,https://scholar.google.com/citations?hl=en&user=RVHm0JsAAAAJ
Haotian Xu,WTocGYAAAAAJ,https://scholar.google.com/citations?hl=en&user=WTocGYAAAAAJ
Nabendu Chaki,H4_XbtsAAAAJ,https://scholar.google.com/citations?hl=en&user=H4_XbtsAAAAJ
Kuntal Ghosh,_ZvzkwIAAAAJ,https://scholar.google.com/citations?hl=en&user=_ZvzkwIAAAAJ
Nadia Magnenat Thalmann/ Nadia Thalmann,zSucrdMAAAAJ,https://scholar.google.com/citations?hl=en&user=zSucrdMAAAAJ
Eugenio Martínez Cámara,HBpQRqwAAAAJ,https://scholar.google.com/citations?hl=en&user=HBpQRqwAAAAJ
stefano squartini,QbUXIwEAAAAJ,https://scholar.google.com/citations?hl=en&user=QbUXIwEAAAAJ
Emanuele Principi,GEcoSUkAAAAJ,https://scholar.google.com/citations?hl=en&user=GEcoSUkAAAAJ
Jose Sepulveda,RasKsJAAAAAJ,https://scholar.google.com/citations?hl=en&user=RasKsJAAAAAJ
Valentina Presutti,dvNHkAwAAAAJ,https://scholar.google.com/citations?hl=en&user=dvNHkAwAAAAJ
Angelo Di Iorio,na3jFYgAAAAJ,https://scholar.google.com/citations?hl=en&user=na3jFYgAAAAJ
Tommaso Di Noia,mPGG34oAAAAJ,https://scholar.google.com/citations?hl=en&user=mPGG34oAAAAJ
Iván Cantador,iCMJ360AAAAJ,https://scholar.google.com/citations?hl=en&user=iCMJ360AAAAJ
Emanuele Di Rosa,2-Tt-VIAAAAJ,https://scholar.google.com/citations?hl=en&user=2-Tt-VIAAAAJ
WK Ng,eMNVcnYAAAAJ,https://scholar.google.com/citations?hl=en&user=eMNVcnYAAAAJ
Lin QIU,2QoxXD4AAAAJ,https://scholar.google.com/citations?hl=en&user=2QoxXD4AAAAJ
Feida Zhu,uLa0zdcAAAAJ,https://scholar.google.com/citations?hl=en&user=uLa0zdcAAAAJ
Aalind Singh,OfbXu0IAAAAJ,https://scholar.google.com/citations?hl=en&user=OfbXu0IAAAAJ
Nidhi Mishra,j0WOPWcAAAAJ,https://scholar.google.com/citations?hl=en&user=j0WOPWcAAAAJ
Paolo Rosso,HFKXPH8AAAAJ,https://scholar.google.com/citations?hl=en&user=HFKXPH8AAAAJ
Viviana Patti,Th0j7coAAAAJ,https://scholar.google.com/citations?hl=en&user=Th0j7coAAAAJ
Cristina Bosco,UAYumD4AAAAJ,https://scholar.google.com/citations?hl=en&user=UAYumD4AAAAJ
Rossana Damiano,tVE--JcAAAAJ,https://scholar.google.com/citations?hl=en&user=tVE--JcAAAAJ
Giuseppe Melfi,H-MC0CkAAAAJ,https://scholar.google.com/citations?hl=en&user=H-MC0CkAAAAJ
Alessio Leoncini,f6bzaXAAAAAJ,https://scholar.google.com/citations?hl=en&user=f6bzaXAAAAAJ
Dipankar Das,xiUCjgoAAAAJ,https://scholar.google.com/citations?hl=en&user=xiUCjgoAAAAJ
Simon Lucas,Jz8DDVAAAAAJ,https://scholar.google.com/citations?hl=en&user=Jz8DDVAAAAAJ
Thomas Fang Zheng,H3MX_8IAAAAJ,https://scholar.google.com/citations?hl=en&user=H3MX_8IAAAAJ
Huimin Zhao,R8waAy0AAAAJ,https://scholar.google.com/citations?hl=en&user=R8waAy0AAAAJ
Heiko Paulheim,SkSl3NkAAAAJ,https://scholar.google.com/citations?hl=en&user=SkSl3NkAAAAJ
Anastasia Dimou,FT80VEAAAAAJ,https://scholar.google.com/citations?hl=en&user=FT80VEAAAAAJ
Anton Nijholt,tzYolooAAAAJ,https://scholar.google.com/citations?hl=en&user=tzYolooAAAAJ
Nick Campbell,A1srct8AAAAJ,https://scholar.google.com/citations?hl=en&user=A1srct8AAAAJ
Tam V. Nguyen,qIaGn7YAAAAJ,https://scholar.google.com/citations?hl=en&user=qIaGn7YAAAAJ
Yukun Ma,TRTf1uoAAAAJ,https://scholar.google.com/citations?hl=en&user=TRTf1uoAAAAJ
Aishwarya Naresh Reganti,gvgg4ksAAAAJ,https://scholar.google.com/citations?hl=en&user=gvgg4ksAAAAJ
Benjamin Bigot,8BTGizMAAAAJ,https://scholar.google.com/citations?hl=en&user=8BTGizMAAAAJ
Mimansa Jaiswal,05FDs5kAAAAJ,https://scholar.google.com/citations?hl=en&user=05FDs5kAAAAJ
Liliann Miche,q6vjnMUAAAAJ,https://scholar.google.com/citations?hl=en&user=q6vjnMUAAAAJ
Amaury Lendasse,HT_wh04AAAAJ,https://scholar.google.com/citations?hl=en&user=HT_wh04AAAAJ
Sairam Tabibu,DEbUhloAAAAJ,https://scholar.google.com/citations?hl=en&user=DEbUhloAAAAJ
Anupam Chattopadhyay,TIt4ggwAAAAJ,https://scholar.google.com/citations?hl=en&user=TIt4ggwAAAAJ
Alessandro Vinciarelli,XOnfkHIAAAAJ,https://scholar.google.com/citations?hl=en&user=XOnfkHIAAAAJ
Yoan Miche,zeb71zcAAAAJ,https://scholar.google.com/citations?hl=en&user=zeb71zcAAAAJ
Justin Dauwels,dboVuDYAAAAJ,https://scholar.google.com/citations?hl=en&user=dboVuDYAAAAJ
Erdal Kayacan,50TLpi4AAAAJ,https://scholar.google.com/citations?hl=en&user=50TLpi4AAAAJ
Mojtaba Ahmadieh Khanesar,6HjM7m4AAAAJ,https://scholar.google.com/citations?hl=en&user=6HjM7m4AAAAJ
Saima Hassan,KPukJmYAAAAJ,https://scholar.google.com/citations?hl=en&user=KPukJmYAAAAJ
Jagath C Rajapakse,9WPWHiEAAAAJ,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ
Giuseppe Castellucci,dhAwZTwAAAAJ,https://scholar.google.com/citations?hl=en&user=dhAwZTwAAAAJ
Simone Filice,vKwRgcAAAAAJ,https://scholar.google.com/citations?hl=en&user=vKwRgcAAAAAJ
Lucia Specia,wVl_z8kAAAAJ,https://scholar.google.com/citations?hl=en&user=wVl_z8kAAAAJ
Peng Song,DonXkFQAAAAJ,https://scholar.google.com/citations?hl=en&user=DonXkFQAAAAJ
Wenjie Wang,dyFXsaUAAAAJ,https://scholar.google.com/citations?hl=en&user=dyFXsaUAAAAJ
Anh (Paul) Nguyen,dk7XvIsAAAAJ,https://scholar.google.com/citations?hl=en&user=dk7XvIsAAAAJ
